sale_id,sale_date,amount,product
21959,1986-2-10,32.25,Doohickey
21960,2007-11-10,79.48,Whatsit
21961,1971-5-10,90.25,Doohickey
21962,1980-5-3,39.58,Doohickey
21963,1992-4-17,53.91,Thingamajig
21964,1999-11-20,15.14,Thingamajig
21965,1986-10-6,93.14,Whatsit
21966,2024-4-27,33.56,Whatsit
21967,1995-1-6,71.3,Doohickey
21968,1998-7-4,84.47,Doohickey
21969,2019-10-7,61.75,Doohickey
21970,2006-4-11,97.14,Thingamajig
21971,2006-6-10,84.57,Whatsit
21972,1998-11-24,95.98,Whatsit
21973,2005-2-2,55.96,Doohickey
21974,1983-9-19,90.35,Doohickey
21975,2022-2-10,86.48,Whatsit
21976,1993-4-23,25.88,Thingamajig
21977,2006-1-20,38.9,Whatsit
21978,1982-6-24,9.41,Doohickey
21979,1981-1-13,31.42,Thingamajig
21980,1984-4-4,93.59,Whatsit
21981,2019-10-27,56.62,Whatsit
21982,2005-10-26,0.85,Doohickey
21983,2025-9-7,66.11,Whatsit
21984,2022-9-21,94.96,Thingamajig
21985,1976-8-16,20.79,Whatsit
21986,2024-7-8,94.02,Doohickey
21987,1977-2-18,26.85,Thingamajig
21988,2018-9-2,16.43,Thingamajig
21989,1971-3-25,10.83,Doohickey
21990,2004-11-16,74.47,Thingamajig
21991,2002-5-26,46.87,Whatsit
21992,1971-5-4,74.19,Whatsit
21993,1987-11-6,45.17,Whatsit
21994,1990-9-4,48.95,Doohickey
21995,1982-4-20,71.87,Thingamajig
21996,2008-11-10,83.74,Doohickey
21997,2021-5-23,71.82,Doohickey
21998,1992-4-7,72.41,Doohickey
21999,2022-5-19,51.73,Doohickey
22000,1999-1-16,67.47,Doohickey
22001,2024-10-27,93.18,Whatsit
22002,2004-8-22,16.72,Whatsit
22003,2007-10-17,62.08,Thingamajig
22004,1982-8-10,50.29,Doohickey
22005,2015-2-16,71.32,Doohickey
22006,1990-11-5,61.96,Whatsit
22007,2017-6-6,10.71,Doohickey
22008,2018-8-15,76.92,Doohickey
22009,1994-4-18,56.33,Doohickey
22010,1980-4-4,81.59,Whatsit
22011,2015-10-25,0.57,Doohickey
22012,1987-3-14,8.27,Thingamajig
22013,2009-11-27,42.65,Thingamajig
22014,2017-6-8,75.06,Whatsit
22015,1977-8-4,53.87,Whatsit
22016,1999-11-6,18.71,Whatsit
22017,1983-10-20,86.28,Thingamajig
22018,2003-7-9,73.53,Thingamajig
22019,1995-3-6,49.61,Whatsit
22020,2016-8-13,21.55,Thingamajig
22021,1973-1-23,8.73,Doohickey
22022,1976-10-21,7.37,Whatsit
22023,1994-8-25,90.98,Doohickey
22024,1980-4-22,95.59,Thingamajig
22025,1978-9-1,73.32,Thingamajig
22026,2012-7-5,77.8,Thingamajig
22027,1982-11-22,98.18,Whatsit
22028,2011-11-22,72.1,Doohickey
22029,1988-8-20,43.56,Whatsit
22030,1987-11-24,19.26,Whatsit
22031,2017-10-27,17.4,Thingamajig
22032,2010-3-12,68.67,Doohickey
22033,2021-11-10,24.06,Whatsit
22034,2009-9-6,73.88,Doohickey
22035,1995-4-26,47.28,Whatsit
22036,1977-6-12,23.99,Doohickey
22037,2017-8-10,40.16,Whatsit
22038,2009-6-15,24.99,Thingamajig
22039,1991-2-5,10.48,Thingamajig
22040,1969-2-8,96.02,Whatsit
22041,1986-7-16,34.17,Whatsit
22042,2014-4-8,52.72,Doohickey
22043,1975-2-10,39.85,Thingamajig
22044,1977-4-25,34.77,Whatsit
22045,1991-2-7,43.25,Thingamajig
22046,1997-3-10,81.45,Thingamajig
22047,1974-3-20,6.12,Whatsit
22048,1970-9-8,30.67,Whatsit
22049,1977-4-23,76.81,Thingamajig
22050,2011-11-3,86.11,Doohickey
22051,2007-10-23,87.49,Doohickey
22052,1978-2-7,69.47,Doohickey
22053,2020-2-11,29.84,Doohickey
22054,1978-9-1,12.77,Thingamajig
22055,2010-11-26,69.76,Whatsit
22056,2009-6-1,95.6,Doohickey
22057,1977-6-18,52.46,Thingamajig
22058,1970-10-7,46.82,Doohickey
22059,1987-6-10,70.66,Whatsit
22060,2001-7-9,97.23,Thingamajig
22061,1976-5-1,46,Doohickey
22062,1980-4-6,32.12,Thingamajig
22063,2011-11-19,1.37,Thingamajig
22064,2019-2-14,78.31,Thingamajig
22065,2021-2-5,70.89,Thingamajig
22066,1970-10-13,3.62,Doohickey
22067,2010-8-3,14.55,Doohickey
22068,2021-10-9,75.69,Thingamajig
22069,2024-4-25,32.93,Thingamajig
22070,1978-1-16,47.04,Whatsit
22071,2021-6-3,38.88,Whatsit
22072,1983-11-19,12.5,Doohickey
22073,1979-8-26,60.9,Thingamajig
22074,2000-11-17,39.8,Whatsit
22075,2003-3-23,67.42,Whatsit
22076,2007-3-12,53.12,Whatsit
22077,2000-6-14,0.6,Thingamajig
22078,1983-11-9,59.61,Doohickey
22079,1974-8-14,49.43,Whatsit
22080,1989-11-11,39.46,Thingamajig
22081,1986-8-24,28.61,Whatsit
22082,2008-1-17,69.06,Whatsit
22083,2008-3-25,33.41,Thingamajig
22084,1970-5-13,43.49,Whatsit
22085,2002-1-13,32.05,Thingamajig
22086,1976-9-12,97.85,Thingamajig
22087,2001-2-8,23,Whatsit
22088,1990-2-9,66.82,Thingamajig
22089,1976-2-9,9.98,Whatsit
22090,2015-1-17,47.71,Doohickey
22091,1977-9-7,36.78,Doohickey
22092,1971-10-14,54.48,Doohickey
22093,1993-9-6,26.79,Thingamajig
22094,2002-9-6,39.55,Doohickey
22095,2020-6-2,7.79,Thingamajig
22096,1978-5-2,67.1,Thingamajig
22097,1972-11-5,88.18,Whatsit
22098,2012-2-24,6.82,Doohickey
22099,2006-10-12,19.61,Doohickey
22100,2011-1-9,73.5,Whatsit
22101,2025-2-16,16.2,Whatsit
22102,1990-2-8,15.05,Doohickey
22103,1988-5-4,51.82,Thingamajig
22104,2023-7-12,83.74,Whatsit
22105,1980-8-13,71.7,Whatsit
22106,1974-2-17,53.29,Thingamajig
22107,1973-3-13,99.66,Doohickey
22108,1970-11-24,41.89,Thingamajig
22109,1976-2-8,9.37,Thingamajig
22110,1971-6-20,0.05,Whatsit
22111,1987-2-5,40.24,Whatsit
22112,2020-6-17,37.18,Thingamajig
22113,2006-10-10,53.69,Doohickey
22114,2005-5-24,13.67,Whatsit
22115,2003-9-3,40.72,Whatsit
22116,1978-11-7,72.27,Doohickey
22117,1976-1-5,52.44,Whatsit
22118,1997-6-24,35.07,Doohickey
22119,2002-6-14,42.79,Thingamajig
22120,1979-7-20,48.52,Thingamajig
22121,2025-5-17,98.38,Thingamajig
22122,2020-3-13,19.44,Doohickey
22123,2020-11-14,12.02,Whatsit
22124,1982-9-18,89.14,Thingamajig
22125,2003-4-8,9.77,Doohickey
22126,2001-4-25,32.59,Whatsit
22127,1983-1-9,10.78,Thingamajig
22128,1985-4-6,23.41,Doohickey
22129,1998-5-15,25.23,Thingamajig
22130,2004-3-7,57.68,Whatsit
22131,1982-7-9,38.97,Doohickey
22132,2014-4-14,97.9,Whatsit
22133,2015-1-22,100,Thingamajig
22134,2015-3-21,58.42,Doohickey
22135,1999-10-6,88.21,Thingamajig
22136,2021-11-14,63.62,Whatsit
22137,2002-11-10,86.52,Doohickey
22138,1996-8-26,35.97,Thingamajig
22139,2011-2-6,71.95,Doohickey
22140,1983-11-15,12.25,Doohickey
22141,1992-10-1,45.32,Thingamajig
22142,2000-6-19,98.57,Thingamajig
22143,2000-8-1,26.34,Thingamajig
22144,2012-9-10,99.04,Thingamajig
22145,2000-7-11,59.07,Whatsit
22146,2021-3-5,35.23,Thingamajig
22147,1999-10-22,25.26,Doohickey
22148,1993-3-11,95.08,Doohickey
22149,2006-8-16,17.08,Doohickey
22150,2004-1-27,47.83,Whatsit
22151,1993-9-18,16.15,Thingamajig
22152,1982-3-21,57.57,Whatsit
22153,2010-9-8,95.79,Whatsit
22154,1970-9-13,49.51,Doohickey
22155,1975-9-27,63.1,Whatsit
22156,1988-5-5,93.02,Whatsit
22157,1985-2-5,86.02,Thingamajig
22158,2005-1-11,81.63,Doohickey
22159,2020-8-26,78.37,Thingamajig
22160,1980-1-26,15.5,Doohickey
22161,2009-1-6,7.86,Thingamajig
22162,1985-7-5,36.33,Doohickey
22163,2014-3-14,34.53,Whatsit
22164,1974-7-12,69.58,Thingamajig
22165,1969-5-27,10.18,Whatsit
22166,1982-9-17,97.18,Whatsit
22167,2007-10-23,75.15,Whatsit
22168,1983-3-1,95.99,Whatsit
22169,1984-2-11,73.04,Thingamajig
22170,2007-6-1,26.64,Thingamajig
22171,2009-1-3,84.44,Doohickey
22172,1985-11-3,67.03,Doohickey
22173,2023-2-4,18.91,Doohickey
22174,2016-7-17,35.62,Thingamajig
22175,2015-1-12,33.24,Whatsit
22176,1996-10-8,8.13,Whatsit
22177,2023-11-10,91.03,Whatsit
22178,2023-2-10,68.05,Doohickey
22179,2018-6-2,92.39,Thingamajig
22180,1969-6-18,52.2,Whatsit
22181,2011-3-1,75.97,Thingamajig
22182,1987-2-26,21.07,Doohickey
22183,1976-7-23,92.79,Doohickey
22184,2015-3-9,44.4,Thingamajig
22185,2001-10-12,31.43,Doohickey
22186,1976-7-8,0.22,Whatsit
22187,2021-5-1,16.32,Doohickey
22188,1982-9-25,26.04,Thingamajig
22189,1972-7-2,30.03,Whatsit
22190,1995-9-9,78.31,Doohickey
22191,2012-9-5,21.44,Doohickey
22192,1995-5-21,78.72,Whatsit
22193,2019-7-10,45.12,Doohickey
22194,1992-2-7,86.27,Whatsit
22195,1971-5-6,43.13,Thingamajig
22196,2025-11-6,2.23,Thingamajig
22197,1994-10-8,85.81,Doohickey
22198,1999-4-22,15.11,Whatsit
22199,2015-7-10,58.08,Thingamajig
22200,1984-8-21,33.1,Thingamajig
22201,2022-5-22,34.64,Whatsit
22202,1970-6-4,48.93,Whatsit
22203,2010-5-21,72.91,Thingamajig
22204,1987-11-15,84.86,Doohickey
22205,1971-9-6,53.93,Whatsit
22206,1996-5-17,80.76,Whatsit
22207,2006-1-23,75.66,Thingamajig
22208,1996-3-27,5.11,Whatsit
22209,1998-3-4,4.34,Thingamajig
22210,1981-6-16,85.48,Whatsit
22211,2018-10-14,89.05,Doohickey
22212,1983-8-26,0.23,Thingamajig
22213,1997-10-3,62.82,Whatsit
22214,2016-5-17,36.94,Whatsit
22215,2002-1-17,77.69,Whatsit
22216,1977-3-15,73.96,Doohickey
22217,1997-10-26,36.1,Thingamajig
22218,1988-6-15,59.98,Thingamajig
22219,2009-1-21,90.89,Whatsit
22220,1993-6-6,62.77,Whatsit
22221,2021-11-15,40.78,Whatsit
22222,2009-2-17,2.43,Whatsit
22223,1987-10-11,67.64,Doohickey
22224,2001-11-14,27.7,Doohickey
22225,1970-5-27,61.07,Whatsit
22226,1986-3-5,96.94,Whatsit
22227,2018-1-7,91.09,Doohickey
22228,1972-7-1,80.41,Doohickey
22229,2004-9-10,1.5,Doohickey
22230,1970-7-16,57.89,Thingamajig
22231,1990-7-20,55.97,Doohickey
22232,1981-1-15,79.11,Thingamajig
22233,2015-1-13,23.4,Whatsit
22234,2020-8-5,25.06,Thingamajig
22235,2007-1-24,4.54,Thingamajig
22236,2010-11-13,29.2,Whatsit
22237,2022-4-1,91.08,Thingamajig
22238,1972-2-22,22,Thingamajig
22239,2021-1-13,93.91,Doohickey
22240,1996-2-14,62.9,Doohickey
22241,2011-7-1,56.52,Whatsit
22242,1995-9-15,44.92,Doohickey
22243,1977-2-13,80.82,Doohickey
22244,2004-11-27,52.39,Doohickey
22245,1975-9-10,79.97,Doohickey
22246,2022-4-8,35.43,Doohickey
22247,2022-2-10,48.84,Thingamajig
22248,1993-6-4,31.7,Thingamajig
22249,1996-9-15,17.67,Whatsit
22250,2017-4-19,19.49,Thingamajig
22251,2023-9-8,57.15,Thingamajig
22252,1993-3-13,64.07,Doohickey
22253,2022-2-17,7.87,Doohickey
22254,1978-9-11,13.84,Doohickey
22255,1988-11-16,60.3,Doohickey
22256,2025-4-10,93.57,Doohickey
22257,1993-8-10,51.47,Thingamajig
22258,2008-1-10,11.22,Thingamajig
22259,2004-7-12,33.76,Doohickey
22260,1998-6-21,62.38,Thingamajig
22261,1982-11-22,14.78,Thingamajig
22262,1979-9-22,56.25,Whatsit
22263,1983-3-11,41.49,Thingamajig
22264,2020-8-20,58.48,Whatsit
22265,1992-2-12,78.12,Doohickey
22266,2023-10-24,14.58,Doohickey
22267,1982-2-7,98.7,Doohickey
22268,1999-4-6,82.42,Doohickey
22269,2000-6-20,16.61,Whatsit
22270,1984-10-8,20.23,Whatsit
22271,1987-10-9,15.33,Whatsit
22272,2022-2-5,86.39,Doohickey
22273,2022-8-6,27.05,Whatsit
22274,2008-3-5,57.86,Doohickey
22275,1969-5-17,53.97,Doohickey
22276,2005-4-4,43.91,Doohickey
22277,1972-8-15,8.26,Doohickey
22278,1974-4-19,0.06,Thingamajig
22279,1982-5-23,99.9,Whatsit
22280,2007-5-25,54.48,Thingamajig
22281,2002-7-8,61.6,Thingamajig
22282,1983-10-11,73.12,Whatsit
22283,1969-7-26,19.95,Whatsit
22284,1985-3-9,73.63,Doohickey
22285,2013-2-23,2.6,Doohickey
22286,2006-10-15,69.3,Whatsit
22287,2012-8-2,82.37,Doohickey
22288,1974-6-26,86.17,Thingamajig
22289,2018-7-1,65.58,Doohickey
22290,2009-3-23,57.97,Doohickey
22291,2019-2-18,20.07,Doohickey
22292,1976-5-16,7.9,Doohickey
22293,1994-5-26,38.49,Doohickey
22294,1987-3-24,74.11,Whatsit
22295,1997-2-12,46.2,Doohickey
22296,2006-4-7,9.47,Whatsit
22297,2018-7-20,87.27,Whatsit
22298,2005-5-26,78.19,Whatsit
22299,1999-11-18,72.77,Thingamajig
22300,2025-2-22,4.94,Doohickey
22301,1993-10-12,15.95,Thingamajig
22302,2017-4-8,88.59,Thingamajig
22303,1969-2-19,40.71,Doohickey
22304,2019-3-13,37.17,Whatsit
22305,1986-8-11,61.6,Thingamajig
22306,1983-4-21,84.9,Thingamajig
22307,1998-8-9,42.49,Doohickey
22308,2017-2-7,22.31,Doohickey
22309,1997-6-17,41.84,Doohickey
22310,1974-8-6,68.45,Thingamajig
22311,2018-6-8,7.86,Thingamajig
22312,1995-5-13,86.56,Thingamajig
22313,1972-11-1,56.36,Doohickey
22314,2010-4-27,45.09,Whatsit
22315,2013-8-25,26.9,Thingamajig
22316,2008-6-22,39.58,Whatsit
22317,2022-2-20,94.14,Doohickey
22318,1987-9-10,64.43,Doohickey
22319,2003-6-14,5.35,Thingamajig
22320,1996-9-5,81.27,Thingamajig
22321,1981-11-13,12.84,Whatsit
22322,1983-9-13,9.51,Thingamajig
22323,2019-9-12,82.11,Thingamajig
22324,1991-6-19,31.11,Thingamajig
22325,1991-6-6,38.08,Thingamajig
22326,1980-4-2,81.75,Whatsit
22327,2015-1-22,90.7,Doohickey
22328,2019-6-19,2.6,Thingamajig
22329,1969-11-1,76.97,Thingamajig
22330,1985-9-16,66.49,Whatsit
22331,1994-10-6,12.93,Whatsit
22332,2017-8-19,19.24,Doohickey
22333,2003-2-3,52.25,Thingamajig
22334,1972-9-5,96.89,Thingamajig
22335,2010-11-11,55.72,Thingamajig
22336,2011-7-2,83.21,Doohickey
22337,1971-3-11,41.34,Doohickey
22338,1997-6-6,55.72,Doohickey
22339,2003-3-15,80.17,Whatsit
22340,1981-2-5,62.79,Thingamajig
22341,1997-11-27,48.07,Thingamajig
22342,1992-4-12,68.02,Whatsit
22343,2009-8-2,25.74,Thingamajig
22344,1993-9-14,60.58,Doohickey
22345,1995-11-1,43.99,Thingamajig
22346,2002-6-14,40.79,Whatsit
22347,1992-3-25,1.71,Whatsit
22348,2013-1-26,61.05,Whatsit
22349,2001-4-13,90.6,Whatsit
22350,2024-2-26,0.56,Thingamajig
22351,1975-11-11,63.18,Doohickey
22352,1994-5-24,32.73,Whatsit
22353,2004-10-14,94.64,Thingamajig
22354,1986-3-23,64.18,Thingamajig
22355,2019-2-8,49.61,Doohickey
22356,1981-2-10,78.31,Doohickey
22357,2018-6-2,54.03,Thingamajig
22358,1972-2-24,53.9,Whatsit
22359,1987-3-9,39.84,Doohickey
22360,1984-10-4,84.06,Doohickey
22361,2006-4-25,24.03,Doohickey
22362,1975-1-2,33.71,Whatsit
22363,2005-3-9,69.98,Thingamajig
22364,2021-2-1,18.99,Doohickey
22365,1971-7-7,70.09,Doohickey
22366,1997-5-25,0.96,Thingamajig
22367,1981-2-12,67.35,Whatsit
22368,1969-9-10,73.61,Doohickey
22369,2010-9-4,77.07,Doohickey
22370,1971-6-6,14.19,Thingamajig
22371,2009-8-5,77.61,Thingamajig
22372,1996-7-15,8.48,Whatsit
22373,2021-5-11,52.4,Whatsit
22374,1974-1-27,76.64,Doohickey
22375,1987-2-20,0.25,Doohickey
22376,2009-5-19,3.44,Whatsit
22377,2015-2-1,95.54,Doohickey
22378,1972-10-9,23.03,Whatsit
22379,1972-8-20,2.44,Whatsit
22380,1998-2-14,59.76,Doohickey
22381,1975-9-6,5.13,Whatsit
22382,2021-7-1,76.65,Doohickey
22383,1987-2-26,51.24,Doohickey
22384,2022-6-1,9.76,Doohickey
22385,1973-5-9,61.04,Thingamajig
22386,1996-10-13,53.83,Whatsit
22387,1981-5-19,89.57,Doohickey
22388,1986-11-9,30.83,Doohickey
22389,2025-4-2,49.21,Whatsit
22390,2004-11-17,92.93,Doohickey
22391,2019-8-21,82.87,Doohickey
22392,2021-11-12,44.24,Doohickey
22393,1969-7-15,93.88,Doohickey
22394,2016-11-25,76.55,Thingamajig
22395,1969-4-20,80.09,Thingamajig
22396,1976-5-17,3.11,Thingamajig
22397,1988-9-12,24.03,Whatsit
22398,2020-11-20,97.1,Thingamajig
22399,2010-9-17,65.3,Thingamajig
22400,2007-8-9,38.22,Thingamajig
22401,1984-1-11,28.54,Whatsit
22402,1992-6-9,88.29,Thingamajig
22403,2015-2-13,24.33,Whatsit
22404,2024-2-3,35.86,Thingamajig
22405,2017-8-12,48.17,Doohickey
22406,1980-6-9,8.23,Thingamajig
22407,2018-6-26,14.47,Doohickey
22408,2006-9-1,67.34,Thingamajig
22409,2002-4-10,11.58,Whatsit
22410,2019-2-17,13.31,Doohickey
22411,2015-7-27,4.86,Whatsit
22412,1983-6-4,76.61,Doohickey
22413,1981-4-25,47.1,Thingamajig
22414,1972-11-24,6.18,Whatsit
22415,1978-3-4,50.19,Doohickey
22416,1988-5-6,59.1,Whatsit
22417,2010-11-7,92.55,Whatsit
22418,1989-11-9,76.36,Whatsit
22419,1971-5-23,70.78,Whatsit
22420,1987-5-27,32.84,Whatsit
22421,1994-1-18,81.2,Thingamajig
22422,2019-3-9,76.98,Thingamajig
22423,2011-11-6,38.61,Whatsit
22424,2024-9-22,11.13,Whatsit
22425,2022-5-19,3.6,Doohickey
22426,1988-7-26,97.9,Thingamajig
22427,2007-11-13,10.67,Thingamajig
22428,1996-11-17,34.87,Whatsit
22429,1978-8-11,32.24,Doohickey
22430,1977-8-10,1.44,Thingamajig
22431,1969-11-8,8.45,Doohickey
22432,1984-5-7,12.46,Thingamajig
22433,2010-3-1,48.67,Doohickey
22434,2002-8-13,85.19,Whatsit
22435,2010-4-17,15.77,Whatsit
22436,1981-1-8,45.01,Doohickey
22437,2003-10-23,31.57,Doohickey
22438,2014-1-13,23.42,Thingamajig
22439,1988-7-19,55.52,Whatsit
22440,1985-10-9,85.67,Whatsit
22441,1969-4-7,47.7,Doohickey
22442,1969-4-7,18.09,Thingamajig
22443,2002-7-13,10.7,Whatsit
22444,1985-10-25,93.24,Thingamajig
22445,1997-6-27,38.14,Thingamajig
22446,1993-5-1,59.03,Thingamajig
22447,2011-6-18,74.96,Thingamajig
22448,1977-6-18,92.23,Whatsit
22449,2005-5-17,6.79,Thingamajig
22450,2015-6-17,53.22,Thingamajig
22451,1999-2-16,53.35,Thingamajig
22452,1969-6-19,44.22,Whatsit
22453,2010-3-9,99.69,Doohickey
22454,1974-8-11,33.12,Doohickey
22455,1969-7-25,85.66,Doohickey
22456,2020-6-16,68.78,Whatsit
22457,2004-3-11,9.89,Whatsit
22458,1979-10-6,95.6,Whatsit
22459,1981-3-23,31.12,Whatsit
22460,2013-2-7,25.95,Thingamajig
22461,1984-10-20,55.1,Doohickey
22462,2016-7-14,54.35,Thingamajig
22463,2003-9-19,36.25,Doohickey
22464,2015-1-11,86.94,Whatsit
22465,2016-11-24,52.78,Doohickey
22466,1974-3-23,11.28,Doohickey
22467,1998-1-22,5.36,Thingamajig
22468,2009-7-10,75.03,Whatsit
22469,1973-10-9,61.39,Thingamajig
22470,1989-9-5,65.24,Whatsit
22471,1996-8-15,7.25,Whatsit
22472,1981-8-9,54.04,Whatsit
22473,1988-4-2,64.96,Doohickey
22474,1998-9-26,80.07,Whatsit
22475,1987-8-11,81,Whatsit
22476,1987-3-4,78.66,Doohickey
22477,1977-1-27,53.31,Whatsit
22478,1975-7-18,28.4,Doohickey
22479,2020-2-10,48.64,Thingamajig
22480,2018-1-22,97.57,Thingamajig
22481,1992-3-6,90.32,Whatsit
22482,2012-2-4,11.97,Doohickey
22483,1977-3-5,3.29,Doohickey
22484,2006-5-17,18.33,Doohickey
22485,1982-5-1,68.84,Whatsit
22486,1988-2-7,35.46,Thingamajig
22487,1990-6-25,17.53,Whatsit
22488,2001-2-16,0.81,Thingamajig
22489,1987-3-6,22.06,Doohickey
22490,2019-10-12,76.27,Whatsit
22491,2023-6-17,8.66,Thingamajig
22492,2013-2-18,45.54,Whatsit
22493,1987-11-1,98.84,Doohickey
22494,2003-3-20,49.82,Doohickey
22495,2025-3-19,5.17,Whatsit
22496,2018-9-20,82.21,Thingamajig
22497,1990-8-27,12.81,Thingamajig
22498,1975-11-17,17.15,Doohickey
22499,1996-5-11,81.56,Thingamajig
22500,2015-10-16,44.29,Whatsit
22501,1990-5-27,43.98,Thingamajig
22502,1975-2-14,19.68,Doohickey
22503,2019-11-14,67.9,Doohickey
22504,1982-6-26,36.16,Doohickey
22505,1979-4-2,5.41,Doohickey
22506,1999-3-8,54.46,Thingamajig
22507,1976-1-27,94.34,Thingamajig
22508,2002-6-19,60.75,Doohickey
22509,1978-7-7,87.15,Doohickey
22510,2015-5-4,22.66,Thingamajig
22511,2017-10-16,1.41,Doohickey
22512,2012-1-26,77.73,Thingamajig
22513,2010-9-13,55.3,Thingamajig
22514,1994-4-22,93.73,Doohickey
22515,2008-6-8,32.04,Doohickey
22516,1970-7-7,4.89,Thingamajig
22517,1981-8-4,14.63,Doohickey
22518,1999-7-14,28.32,Doohickey
22519,1991-1-7,22.85,Doohickey
22520,2005-8-12,58.79,Whatsit
22521,2001-5-11,40.02,Whatsit
22522,1977-4-21,94.02,Doohickey
22523,2008-8-21,29.11,Whatsit
22524,2021-3-21,54.41,Doohickey
22525,1976-8-5,44.15,Thingamajig
22526,2015-7-5,89.85,Thingamajig
22527,2025-7-9,50.09,Thingamajig
22528,1997-7-20,48.43,Doohickey
22529,2002-5-14,76.59,Whatsit
22530,2000-3-8,67.6,Doohickey
22531,2021-1-9,69.94,Thingamajig
22532,1975-9-5,15.81,Whatsit
22533,1979-1-10,43.06,Doohickey
22534,1970-1-16,1.41,Doohickey
22535,1995-9-14,92.78,Doohickey
22536,2003-4-14,94.85,Thingamajig
22537,2001-11-3,92.56,Doohickey
22538,2020-5-26,10.22,Whatsit
22539,1981-1-11,30.22,Thingamajig
22540,1992-10-23,22.94,Whatsit
22541,2013-3-25,44.87,Doohickey
22542,1973-11-8,82.31,Thingamajig
22543,2013-8-27,94.5,Doohickey
22544,2021-1-9,11.63,Whatsit
22545,2006-3-25,21.29,Thingamajig
22546,2002-11-2,85.77,Whatsit
22547,1994-9-24,61.04,Whatsit
22548,2022-1-4,77.81,Whatsit
22549,1980-8-18,97.24,Doohickey
22550,1969-3-6,74.36,Doohickey
22551,2024-7-20,90.55,Doohickey
22552,1989-9-5,55.77,Thingamajig
22553,2013-1-1,17.26,Thingamajig
22554,1988-8-11,14.24,Whatsit
22555,2016-5-8,42.7,Thingamajig
22556,1999-6-13,64,Thingamajig
22557,2013-9-21,99.75,Whatsit
22558,2018-7-15,63.87,Whatsit
22559,2001-6-14,70.79,Thingamajig
22560,1969-10-15,90.14,Whatsit
22561,1990-10-19,12.07,Doohickey
22562,2003-10-21,36.73,Thingamajig
22563,2025-9-3,60.2,Thingamajig
22564,2018-10-7,87.57,Whatsit
22565,2000-4-14,14.6,Thingamajig
22566,1988-4-6,64.4,Whatsit
22567,1976-8-11,61.97,Doohickey
22568,2021-3-9,47.97,Thingamajig
22569,1998-7-26,56.89,Thingamajig
22570,1975-4-9,56.36,Doohickey
22571,1984-11-6,77.32,Doohickey
22572,1991-10-26,25.71,Thingamajig
22573,1985-7-18,58.41,Thingamajig
22574,1998-11-26,21.81,Whatsit
22575,2000-7-5,69.06,Whatsit
22576,1986-7-18,41.81,Whatsit
22577,1990-10-2,21.94,Thingamajig
22578,1980-11-24,78.99,Doohickey
22579,1975-2-7,11.26,Thingamajig
22580,1974-4-19,87.99,Thingamajig
22581,1975-4-15,8.4,Doohickey
22582,1997-7-19,27.77,Doohickey
22583,2020-7-17,40.01,Doohickey
22584,1992-4-26,84.66,Whatsit
22585,1994-11-10,48.85,Whatsit
22586,1990-9-8,2.38,Thingamajig
22587,1992-4-26,34.87,Thingamajig
22588,2019-1-12,20.5,Whatsit
22589,1989-7-9,81.08,Doohickey
22590,1970-4-1,53.13,Doohickey
22591,1991-2-10,43.3,Whatsit
22592,2017-10-6,15.9,Doohickey
22593,1994-1-11,76.56,Doohickey
22594,1975-3-9,27.88,Thingamajig
22595,1996-8-23,58.23,Doohickey
22596,1999-2-5,7.87,Whatsit
22597,1997-6-12,66.68,Whatsit
22598,1980-1-11,37.55,Whatsit
22599,2024-6-8,72.94,Whatsit
22600,1980-5-13,49.4,Doohickey
22601,2000-5-10,86.32,Thingamajig
22602,1995-2-12,93.22,Doohickey
22603,2009-11-18,66.78,Thingamajig
22604,2014-6-10,53.22,Whatsit
22605,1984-1-13,27.56,Thingamajig
22606,2017-8-13,96.53,Thingamajig
22607,1981-11-2,20.13,Doohickey
22608,1998-3-8,86.55,Thingamajig
22609,1986-4-9,36.74,Whatsit
22610,1991-10-2,50.45,Doohickey
22611,2005-8-3,17.78,Thingamajig
22612,2005-11-14,41.17,Whatsit
22613,1970-8-4,93.76,Thingamajig
22614,2002-3-10,32.32,Thingamajig
22615,1983-4-16,76.23,Doohickey
22616,2024-8-23,61.77,Whatsit
22617,1989-5-9,84.44,Whatsit
22618,1983-4-17,37.71,Thingamajig
22619,1989-7-24,22.07,Thingamajig
22620,1981-6-16,13.92,Doohickey
22621,2020-11-19,13.83,Thingamajig
22622,1993-4-27,60.07,Whatsit
22623,2011-5-20,56.39,Thingamajig
22624,2021-5-15,13.04,Thingamajig
22625,2022-5-10,10.94,Doohickey
22626,1983-3-21,18.7,Thingamajig
22627,1972-7-2,63.16,Thingamajig
22628,1993-8-4,15.62,Thingamajig
22629,1980-6-10,44.35,Thingamajig
22630,1972-1-22,85.35,Whatsit
22631,2015-11-14,58.29,Whatsit
22632,2020-8-7,94.96,Thingamajig
22633,1981-9-11,1.69,Doohickey
22634,2021-8-27,88.68,Whatsit
22635,2013-4-23,30.57,Thingamajig
22636,2005-9-1,84.88,Whatsit
22637,2008-1-10,86.1,Doohickey
22638,1998-7-22,94.59,Thingamajig
22639,1986-1-2,95.55,Doohickey
22640,2001-7-20,77.14,Thingamajig
22641,2007-11-19,47.81,Thingamajig
22642,1986-7-14,70.89,Whatsit
22643,2023-11-5,69.31,Doohickey
22644,1998-5-13,0.79,Doohickey
22645,2024-10-9,0.23,Doohickey
22646,2024-6-21,44.63,Doohickey
